Destination,Start date,lat,lon,maxtemp_c,mintemp_c,avgtemp_c,totalprecip_mm,totalsnow_cm,avghumidity,maxwind_kph,avgvis_km,condition_text,condition_icon_url,icon_location
"Dubrovnik, Croatia",05/03/2024,42.6506,18.0914,23.87,21.41,21.82,36.08,4.25,35.6,27.75,6.22,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Vancouver, Canada",03/29/2024,49.25,-123.1333,9.1,6.5,7.8,6.99,0.0,81,16.6,8.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Rotorua, New Zealand",09/04/2024,-38.1378,176.2514,14.4,5.0,8.3,1.54,0.0,85,9.7,5.3,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Nelson, New Zealand",01/04/2024,-41.2833,173.2833,31.25,27.69,28.72,25.75,5.68,95.51,7.22,5.55,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Santiago, Chile",03/04/2024,-33.45,-70.6667,37.29,18.05,23.45,2.45,3.23,90.1,42.5,7.3,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Madrid, Spain",01/04/2024,40.4,-3.6833,36.43,7.36,10.53,26.37,4.15,27.42,49.43,8.4,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Bilbao, Spain",05/03/2024,43.25,-2.9667,34.71,3.03,5.7,35.77,5.66,19.8,48.69,6.78,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Hobart, Australia",01/04/2024,-42.9167,147.3333,17.6,0.82,7.34,41.18,0.57,96.06,33.91,9.04,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Whangarei, New Zealand",02/03/2024,-35.72,174.33,28.71,12.73,15.96,2.28,3.2,87.33,30.89,4.73,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Yangon, Myanmar",01/04/2024,16.7833,96.1667,34.39,31.87,33.64,31.98,6.28,88.88,31.59,9.4,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Tauranga, New Zealand",04/03/2024,-37.6861,176.1667,23.18,21.54,23.04,30.22,1.25,62.99,33.14,4.58,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Kotor, Montenegro",11/17/2024,42.4258,18.7719,16.45,1.84,4.01,7.44,5.44,68.22,52.22,7.5,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Riga, Latvia",01/09/2024,56.95,24.1,0.9,-3.1,-1.0,0.05,0.0,94,20.2,6.8,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Dunedin, New Zealand",01/04/2024,-45.8667,170.5,34.58,31.66,33.63,24.77,6.51,84.53,36.12,5.84,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Melbourne, Australia",10/16/2024,-37.8167,144.9667,23.4,15.6,18.4,0.17,0.0,59,18.4,9.8,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Singapore, Singapore",03/17/2024,1.2931,103.8558,31.5,25.9,28.2,0.21,0.0,74,28.1,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Perth, Australia",07/21/2024,-31.9333,115.8333,18.6,16.1,17.1,3.96,0.0,68,30.6,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Bergen, Norway",02/03/2024,60.3911,5.3247,35.83,26.59,29.38,37.66,5.92,84.34,22.61,4.97,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Los Angeles, USA",02/03/2024,34.0522,-118.2428,32.15,27.39,27.58,42.88,5.67,55.57,25.09,4.1,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Abidjan, Ivory Coast",04/03/2024,-24.3667,46.45,24.29,9.37,23.58,38.89,2.94,92.25,8.95,4.97,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Townsville, Australia",03/04/2024,-19.25,146.8,13.41,8.48,11.4,44.26,4.08,92.34,4.89,8.6,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Cobh, Ireland",06/02/2024,51.8572,-8.2992,5.81,4.97,5.7,2.68,7.84,67.05,20.91,8.34,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Hobart, Australia",12/09/2024,-42.9167,147.3333,16.4,8.6,12.4,0.41,0.0,65,19.8,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Nelson, New Zealand",02/03/2024,-41.2833,173.2833,32.28,-1.68,20.93,46.31,3.88,53.08,3.94,4.11,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Quebec City, Canada",01/04/2024,50.1833,-66.6333,23.01,22.38,22.5,45.8,1.16,85.71,20.73,6.09,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Lagos, Nigeria",04/03/2024,6.4531,3.3958,33.85,27.1,31.7,33.46,5.38,68.96,24.32,5.54,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Managua, Nicaragua",06/04/2024,12.1508,-86.2683,31.2,25.1,27.6,6.73,0.0,80,13.0,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"La Paz, Bolivia",02/03/2024,-16.5,-68.15,34.75,28.95,34.2,39.65,8.57,97.51,36.91,4.25,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Christchurch, New Zealand",07/30/2024,-43.5333,172.6333,8.6,4.6,6.1,18.28,0.0,93,42.8,7.5,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"London, UK",05/03/2024,51.5171,-0.1062,25.18,21.95,22.38,44.46,0.82,40.7,17.66,4.91,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Tripoli, Libya",03/21/2024,32.8925,13.18,24.0,13.2,17.8,0.0,0.0,59,28.4,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Ghent, Belgium",01/04/2024,51.05,3.7167,25.29,14.35,20.13,35.5,8.39,85.44,13.08,8.69,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Wellington, New Zealand",03/04/2024,-41.3,174.7833,20.08,6.04,7.26,39.14,7.6,71.77,43.03,4.87,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Brisbane, Australia",09/27/2024,-27.5,153.0167,22.2,16.7,18.9,6.99,0.0,75,25.6,9.2,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Guatemala City, Guatemala",01/29/2024,14.6211,-90.5269,19.5,12.0,15.8,0.12,0.0,78,17.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Hamilton, New Zealand",03/04/2024,-37.7833,175.2833,38.01,32.24,37.02,29.73,5.91,60.95,27.07,5.73,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Heidelberg, Germany",05/03/2024,49.4167,8.7,39.82,4.35,23.73,22.1,1.3,96.66,18.97,9.12,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Dubai, United Arab Emirates",11/08/2024,25.2522,55.28,30.4,25.5,27.7,0.0,0.0,52,14.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Mumbai, India",09/13/2024,18.975,72.8258,29.5,27.4,28.3,2.1,0.0,70,21.2,9.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Madrid, Spain",05/03/2024,40.4,-3.6833,23.81,22.46,23.68,29.84,5.79,98.69,11.9,4.41,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Dhaka, Bangladesh",01/11/2024,23.7231,90.4086,26.4,15.7,20.5,0.0,0.0,39,15.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Aix-en-Provence, France",08/10/2024,43.5333,5.4333,33.8,24.3,29.0,0.0,0.0,45,15.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"San Salvador, El Salvador",01/04/2024,13.7086,-89.2031,17.47,13.22,15.03,8.88,9.03,88.01,45.08,6.94,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Dakar, Senegal",09/17/2024,14.6708,-17.4381,26.6,24.8,25.8,12.42,0.0,82,27.0,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Christchurch, New Zealand",01/04/2024,-43.5333,172.6333,25.3,2.51,21.65,30.16,7.91,75.91,52.81,6.11,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Hanoi, Vietnam",04/19/2024,21.0333,105.85,37.6,24.5,28.6,8.92,0.0,75,24.8,8.7,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Yangon, Myanmar",04/03/2024,16.7833,96.1667,23.67,16.71,21.36,8.36,5.51,99.4,43.26,7.26,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Tokyo, Japan",02/01/2024,35.6895,139.6917,14.4,6.3,10.4,1.03,0.0,48,33.8,8.9,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Salzburg, Austria",02/03/2024,47.8,13.0333,20.65,8.26,11.44,12.23,9.11,71.97,48.47,4.1,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"San Jose, Costa Rica",05/17/2024,9.9333,-84.0833,24.5,17.3,20.4,18.37,0.0,94,3.2,6.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Porto, Portugal",05/03/2024,41.15,-8.6167,36.59,10.58,13.64,50.0,5.45,61.12,9.3,7.71,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Madrid, Spain",02/03/2024,40.4,-3.6833,32.11,8.84,23.57,1.84,2.08,91.03,37.12,8.82,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Bruges, Belgium",05/01/2024,51.2167,3.2333,14.6,11.0,13.2,3.54,0.0,93,20.9,8.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Geelong, Australia",04/03/2024,-38.1583,144.35,23.64,16.25,21.38,25.05,4.2,49.6,16.54,4.34,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Bled, Slovenia",01/24/2024,46.3692,14.1136,3.9,-2.6,0.2,0.0,0.0,86,8.6,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Lagos, Nigeria",06/02/2024,6.4531,3.3958,27.45,23.84,26.09,1.98,8.63,47.74,51.0,6.99,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Bogota, Colombia",05/03/2024,4.6,-74.0833,31.06,-1.15,26.21,2.24,8.34,71.62,10.11,5.16,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Canberra, Australia",06/02/2024,-35.2833,149.2167,12.16,12.15,12.16,18.0,5.03,61.69,24.78,5.31,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Bratislava, Slovakia",06/02/2024,48.15,17.1167,36.34,4.99,10.26,35.1,1.72,71.93,42.81,8.18,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Lisbon, Portugal",04/09/2024,38.7167,-9.1333,18.1,9.0,12.8,0.0,0.0,58,23.4,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Quito, Ecuador",04/03/2024,-0.2167,-78.5,26.83,18.83,22.16,30.2,3.51,70.43,10.97,4.14,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Dublin, Ireland",02/03/2024,53.3331,-6.2489,32.36,31.29,31.39,39.26,3.16,99.13,25.59,7.57,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Colombo, Sri Lanka",06/02/2024,6.9319,79.8478,30.27,15.19,15.7,48.86,3.38,42.98,11.04,8.37,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Zermatt, Switzerland",01/04/2024,46.0167,7.75,19.06,9.43,14.1,35.55,8.21,70.79,24.12,7.51,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"York, UK",05/03/2024,53.9562,-1.0947,15.77,5.26,15.51,24.61,5.89,62.69,27.38,4.88,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Shanghai, China",03/04/2024,31.005,121.4086,32.89,32.08,32.16,46.39,6.05,50.19,42.87,9.52,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Berlin, Germany",03/04/2024,52.5167,13.4,29.19,23.39,27.52,33.86,4.36,99.75,26.55,7.02,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Phnom Penh, Cambodia",09/08/2024,11.55,104.9167,31.6,26.5,28.6,0.0,0.0,69,25.9,10.0,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Amsterdam, Netherlands",05/03/2024,52.374,4.8897,25.13,15.88,17.6,22.74,8.76,99.87,27.56,4.17,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Zagreb, Croatia",03/04/2024,45.8,16.0,27.07,22.24,26.49,20.95,3.27,14.23,32.28,8.22,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Sao Paulo, Brazil",03/04/2024,-23.5333,-46.6167,29.68,10.05,16.72,8.55,8.51,18.12,35.57,9.37,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Seoul, South Korea",02/19/2024,37.5664,126.9997,9.2,5.1,7.9,3.76,0.0,93,11.5,3.8,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Seville, Spain",07/17/2024,37.3772,-5.9869,40.4,19.2,29.1,0.0,0.0,27,23.4,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Managua, Nicaragua",06/02/2024,12.1508,-86.2683,2.32,-0.84,-0.22,38.67,3.47,66.42,27.77,4.14,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"La Paz, Bolivia",06/02/2024,-16.5,-68.15,32.52,23.22,29.55,16.82,5.27,31.75,22.17,9.22,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Whangarei, New Zealand",03/04/2024,-35.72,174.33,37.97,15.05,16.84,50.66,2.65,19.86,48.22,5.91,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Kolkata, India",02/03/2024,22.5697,88.3697,10.14,1.13,6.14,42.03,8.33,15.89,24.98,7.87,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Nairobi, Kenya",02/03/2024,-1.2833,36.8167,34.49,14.55,25.2,39.6,9.14,45.85,26.36,8.96,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Marrakech, Morocco",06/02/2024,31.6333,-8.0,24.34,20.91,23.97,16.3,4.4,63.74,8.8,4.56,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Rothenburg ob der Tauber, Germany",03/04/2024,49.3833,10.1833,29.54,-0.42,24.79,50.52,1.15,95.15,28.29,4.02,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Paris, France",01/04/2024,48.8667,2.3333,39.7,21.82,39.17,26.69,7.18,33.06,3.73,9.11,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"London, UK",01/04/2024,51.5171,-0.1062,35.55,25.52,26.52,35.45,8.76,91.73,6.88,4.87,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Milan, Italy",04/03/2024,45.4667,9.2,34.08,11.55,19.05,9.77,8.93,46.9,19.67,3.98,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Cesky Krumlov, Czech Republic",02/03/2024,48.8167,14.3167,25.19,25.11,25.14,26.44,5.48,44.56,52.43,6.49,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Bergen, Norway",06/02/2024,60.3911,5.3247,32.48,30.59,32.35,35.99,8.71,56.47,15.66,5.24,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Reykjavik, Iceland",04/03/2024,64.15,-21.95,38.77,23.75,23.88,31.05,9.11,64.94,46.59,6.58,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Istanbul, Turkey",06/02/2024,41.0186,28.9647,39.57,-3.13,17.82,21.24,7.36,89.19,15.35,3.95,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Dunedin, New Zealand",02/03/2024,-45.8667,170.5,9.36,9.24,9.35,47.71,1.72,52.21,18.42,8.45,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Toronto, Canada",01/04/2024,43.6667,-79.4167,25.51,2.15,15.33,26.81,2.59,92.32,48.39,8.85,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Phuket, Thailand",01/04/2024,7.8833,98.4,40.06,31.26,38.53,43.14,8.04,85.1,42.9,4.67,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Kolkata, India",06/02/2024,22.5697,88.3697,36.37,8.14,11.33,8.25,3.25,80.89,43.07,9.01,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Lima, Peru",06/02/2024,-12.05,-77.05,8.19,-2.59,3.7,9.96,0.26,88.55,46.92,6.97,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Stockholm, Sweden",11/30/2024,59.3333,18.05,5.6,4.3,4.8,0.27,0.0,84,23.8,9.5,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Managua, Nicaragua",02/03/2024,12.1508,-86.2683,5.97,-1.84,0.54,10.27,4.52,54.94,49.65,6.34,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Wellington, New Zealand",02/03/2024,-41.3,174.7833,35.36,28.26,34.66,11.06,7.6,46.7,40.61,8.11,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Bogota, Colombia",04/03/2024,4.6,-74.0833,21.42,18.84,18.9,6.28,6.25,50.59,21.87,9.97,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Jakarta, Indonesia",10/30/2024,-6.2146,106.8451,34.9,28.5,31.3,0.67,0.0,57,21.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"San Salvador, El Salvador",02/03/2024,13.7086,-89.2031,26.76,25.08,26.57,21.47,2.52,81.41,29.39,9.85,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Porto, Portugal",03/04/2024,41.15,-8.6167,21.54,17.3,18.28,31.3,1.08,53.82,47.39,4.47,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Wellington, New Zealand",01/04/2024,-41.3,174.7833,20.56,8.13,18.99,48.2,7.1,22.2,34.38,5.01,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Bergen, Norway",03/04/2024,60.3911,5.3247,38.55,-0.72,27.61,19.83,1.53,64.46,7.74,6.53,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Ghent, Belgium",03/04/2024,51.05,3.7167,19.02,10.34,14.28,12.62,7.59,51.68,37.98,8.43,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Split, Croatia",02/03/2024,43.5139,16.4558,37.35,19.0,19.71,28.49,5.56,81.59,48.64,8.61,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Dubrovnik, Croatia",01/04/2024,42.6506,18.0914,17.01,1.61,12.99,9.95,8.19,78.1,35.84,5.06,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Barcelona, Spain",02/15/2024,41.3833,2.1833,16.2,13.4,14.4,0.0,0.0,73,13.3,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Montevideo, Uruguay",02/04/2024,-34.8581,-56.1708,24.8,20.0,22.2,0.0,0.0,59,31.0,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Barcelona, Spain",03/14/2024,41.3833,2.1833,16.5,12.0,14.1,0.0,0.0,69,19.1,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Panama City, Panama",05/08/2024,8.9667,-79.5333,30.3,24.3,26.5,21.85,0.0,87,7.9,8.9,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Amsterdam, Netherlands",02/22/2024,52.374,4.8897,11.7,4.3,9.0,7.69,0.0,91,43.6,8.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Nelson, New Zealand",05/03/2024,-41.2833,173.2833,23.72,21.11,23.48,38.61,3.79,24.45,46.28,7.4,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Zermatt, Switzerland",04/03/2024,46.0167,7.75,35.85,30.53,33.51,13.34,6.29,48.07,6.54,4.64,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Dunedin, New Zealand",06/02/2024,-45.8667,170.5,34.63,8.71,32.87,46.17,8.65,38.48,27.96,9.53,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Beijing, China",09/04/2024,39.9289,116.3883,27.0,21.1,23.5,6.03,0.0,68,9.0,8.7,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Harare, Zimbabwe",06/02/2024,-17.8178,31.0447,22.22,21.68,21.7,42.51,5.63,70.53,21.04,6.48,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Mumbai, India",03/08/2024,18.975,72.8258,30.2,25.1,27.6,0.0,0.0,42,32.4,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Ljubljana, Slovenia",04/03/2024,46.0553,14.5144,12.6,4.67,9.24,29.4,3.92,29.62,46.03,6.95,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Prague, Czech Republic",04/03/2024,50.0833,14.4667,3.41,1.9,3.26,43.37,5.85,16.84,26.86,4.63,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Sydney, Australia",02/03/2024,-33.8833,151.2167,37.6,31.5,35.74,17.1,5.39,54.2,49.94,8.32,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Darwin, Australia",10/01/2024,-12.4667,130.8333,32.5,26.6,29.5,0.0,0.0,62,21.6,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Cobh, Ireland",01/04/2024,51.8572,-8.2992,32.61,-2.42,20.14,15.03,0.46,10.13,6.88,8.64,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Kuala Lumpur, Malaysia",03/26/2024,3.1667,101.7,35.5,22.1,27.1,5.62,0.0,76,8.6,9.8,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Bergen, Norway",01/04/2024,60.3911,5.3247,32.8,11.68,25.83,40.25,6.59,90.58,8.34,4.5,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Guatemala City, Guatemala",04/11/2024,14.6211,-90.5269,28.2,17.4,21.7,0.46,0.0,68,10.4,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dar es Salaam, Tanzania",03/04/2024,-6.8,39.2833,37.86,14.64,15.39,49.3,3.81,59.05,5.99,8.81,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Siena, Italy",07/14/2024,43.3167,11.35,36.3,17.4,26.4,0.0,0.0,41,20.2,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Quito, Ecuador",06/02/2024,-0.2167,-78.5,29.29,25.88,26.73,13.25,1.26,93.39,4.66,8.18,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Kampala, Uganda",01/04/2024,0.3156,32.5656,39.29,27.51,37.44,46.53,2.21,85.55,23.53,5.0,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Reykjavik, Iceland",06/02/2024,64.15,-21.95,38.46,12.53,26.6,1.52,2.77,85.69,42.96,5.15,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
